filename start end label station labeller
1654237560_1654237620.wav 0.3380280412634537 4.225350515793172 dog capta_002 Cristian_C
1654237560_1654237620.wav 5.91549072211044 12.591544537063651 dog capta_002 Cristian_C
1654237560_1654237620.wav 15.211261856855415 18.422528248858228 dog capta_002 Cristian_C
1654237560_1654237620.wav 19.43661237264859 28.47886247644597 dog capta_002 Cristian_C
1654237560_1654237620.wav 31.60562185813293 39.971815879403415 dog capta_002 Cristian_C
1654237560_1654237620.wav 40.22533691035099 47.32392577688352 car_moving capta_002 Cristian_C
1654237560_1654237620.wav 55.35209175689055 59.915470313947175 car_moving capta_002 Cristian_C
1654237560_1654237620.wav 47.74646082846285 51.80279732362428 car_moving capta_002 Cristian_C
1654237560_1654237620.wav 41.57744907540481 49.26758701414838 dog capta_002 Cristian_C
1654237560_1654237620.wav 50.53519216888633 53.408430519625696 dog capta_002 Cristian_C
1654237560_1654237620.wav 55.014063715627096 59.915470313947175 dog capta_002 Cristian_C
1654237499_16542375591.wav 2.5799990249433105 5.91999776266062 dog capta_002 Cristian_C
1654237499_16542375591.wav 7.299997241118669 10.83999590325019 dog capta_002 Cristian_C
1654237499_16542375591.wav 12.43999529856387 12.919995117157972 dog capta_002 Cristian_C
1654237499_16542375591.wav 17.899993235071804 20.579992222222224 dog capta_002 Cristian_C
1654237499_16542375591.wav 21.6999917989418 28.419989259259264 dog capta_002 Cristian_C
1654237499_16542375591.wav 30.9399883068783 38.09998560090703 dog capta_002 Cristian_C
1654237499_16542375591.wav 39.899984920634914 46.419982456538165 dog capta_002 Cristian_C
1654237499_16542375591.wav 46.65998236583522 51.05998070294784 dog capta_002 Cristian_C
1654237499_16542375591.wav 52.359980211640206 54.21997950869236 dog capta_002 Cristian_C
1654237499_16542375591.wav 55.93997885865457 59.9599773393802 dog capta_002 Cristian_C
1654237439_16542374991.wav 0.3249998771730915 2.3378512291340643 dog capta_002 Cristian_C
1654237439_16542374991.wav 3.8873224745297175 17.154923094120278 dog capta_002 Cristian_C
1654237439_16542374991.wav 18.422528248858228 39.042238765928914 dog capta_002 Cristian_C
1654237439_16542374991.wav 41.91547711666826 51.21124825141323 dog capta_002 Cristian_C
1654237439_16542374991.wav 55.52110577752227 57.88730206636646 dog capta_002 Cristian_C
1654237378_16542374381.wav 1.435713743116294 3.171427372853904 dog capta_002 Cristian_C
1654237378_16542374381.wav 4.04285561494439 4.821426749271137 dog capta_002 Cristian_C
1654237378_16542374381.wav 7.4268977779545855 12.98654479960925 dog capta_002 Cristian_C
1654237378_16542374381.wav 14.99999433106576 17.25262505867844 dog capta_002 Cristian_C
1654237378_16542374381.wav 19.284203238254364 21.831570696582723 dog capta_002 Cristian_C
1654237378_16542374381.wav 23.46841218323587 26.33156899590245 dog capta_002 Cristian_C
1654237378_16542374381.wav 28.236831433743088 30.173672807017542 dog capta_002 Cristian_C
1654237378_16542374381.wav 30.46314638182758 32.042093153518714 dog capta_002 Cristian_C
1654237378_16542374381.wav 33.24209270000398 36.56314407646099 dog capta_002 Cristian_C
1654237378_16542374381.wav 37.27893327962765 38.1105119127183 dog capta_002 Cristian_C
1654237378_16542374381.wav 42.17893142777579 45.042088240442375 dog capta_002 Cristian_C
1654237378_16542374381.wav 46.96314014599992 49.442086577555 dog capta_002 Cristian_C
1654237378_16542374381.wav 52.831558980785296 55.87366309424355 dog capta_002 Cristian_C
1654237378_16542374381.wav 56.9315574312766 59.98945101245176 dog capta_002 Cristian_C
1654237257_16542373171.wav 1.2599995238095238 1.7199993499622068 dog capta_002 Cristian_C
1654237257_16542373171.wav 1.959999259259259 4.079998458049887 dog capta_002 Cristian_C
1654237257_16542373171.wav 6.219997649281935 6.51999753590325 dog capta_002 Cristian_C
1654237257_16542373171.wav 6.979997362055933 9.779996303854874 dog capta_002 Cristian_C
1654237257_16542373171.wav 11.139995789871504 13.019995079365078 dog capta_002 Cristian_C
1654237257_16542373171.wav 15.4199941723356 16.03999393801965 dog capta_002 Cristian_C
1654237257_16542373171.wav 17.279993469387755 21.039992048374906 dog capta_002 Cristian_C
