"Unnamed: 0" filename start end label station labeller duration
0 1653661967_1653662027.wav 0.0 0.0832177531206657 ruido capta_002 Esteban_V 60.0
1 1653661967_1653662027.wav 0.0832177531206657 59.83356449375867 bird capta_002 Esteban_V 60.0
2 1653661967_1653662027.wav 15.228848821081831 24.79889042995839 car_moving capta_002 Esteban_V 60.0
3 1653661967_1653662027.wav 43.35644937586685 49.34812760055478 car_moving capta_002 Esteban_V 60.0
4 1653661967_1653662027.wav 57.75312066574202 59.916782246879336 shouting capta_002 Esteban_V 60.0
5 1653661967_1653662027.wav 59.916782246879336 60.0 ruido capta_002 Esteban_V 60.0
6 1653671906_1653671966.wav 0.0 60.166435506241335 truck_moving capta_002 Esteban_V 60.0
7 1653671906_1653671966.wav 0.0 60.166435506241335 truck_moving capta_002 Esteban_V 60.0
8 1653671906_1653671966.wav 1.1140583554376655 1.830238726790451 impact capta_002 Esteban_V 60.0
9 1653671906_1653671966.wav 3.0790568654646324 4.410540915395284 impact capta_002 Esteban_V 60.0
10 1653671906_1653671966.wav 6.990291262135923 9.57004160887656 impact capta_002 Esteban_V 60.0
11 1653671906_1653671966.wav 12.399445214979195 13.647711511789185 impact capta_002 Esteban_V 60.0
12 1653671906_1653671966.wav 20.97087378640777 21.553398058252423 impact capta_002 Esteban_V 60.0
13 1653671906_1653671966.wav 22.80166435506241 23.384188626907072 impact capta_002 Esteban_V 60.0
14 1653671906_1653671966.wav 31.70596393897365 32.62135922330097 impact capta_002 Esteban_V 60.0
15 1653671906_1653671966.wav 37.697642163661584 37.94729542302358 impact capta_002 Esteban_V 60.0
16 1653671906_1653671966.wav 41.7753120665742 42.5242718446602 impact capta_002 Esteban_V 60.0
17 1653671906_1653671966.wav 43.85575589459085 44.521497919556175 impact capta_002 Esteban_V 60.0
18 1653671906_1653671966.wav 52.593619972260754 53.176144244105416 impact capta_002 Esteban_V 60.0
19 1653671906_1653671966.wav 55.83911234396672 56.42163661581137 impact capta_002 Esteban_V 60.0
20 1653671906_1653671966.wav 59.58391123439667 59.83356449375867 impact capta_002 Esteban_V 60.0
21 1653677482_1653677542.wav 0.0 0.0832177531206657 ruido capta_002 Esteban_V 60.0
22 1653677482_1653677542.wav 0.0832177531206657 59.916782246879336 drilling capta_002 Esteban_V 60.0
23 1653677482_1653677542.wav 10.651872399445216 59.916782246879336 cutting capta_002 Esteban_V 60.0
24 1653677482_1653677542.wav 59.916782246879336 60.0 ruido capta_002 Esteban_V 60.0
25 1653680026_1653680086.wav 0.0 0.0832177531206657 ruido capta_002 Esteban_V 60.0
26 1653680026_1653680086.wav 0.0832177531206657 25.048543689320383 cutting capta_002 Esteban_V 60.0
27 1653680026_1653680086.wav 21.803051317614425 23.13453536754508 dog capta_002 Esteban_V 60.0
28 1653680026_1653680086.wav 25.048543689320383 33.0374479889043 ruido capta_002 Esteban_V 60.0
29 1653680026_1653680086.wav 33.0374479889043 37.69764216366159 dog capta_002 Esteban_V 60.0
30 1653680026_1653680086.wav 37.69764216366159 45.52011095700417 ruido capta_002 Esteban_V 60.0
31 1653680026_1653680086.wav 45.52011095700417 60.00000000000001 truck_moving capta_002 Esteban_V 60.0
32 1653680511_1653680571.wav 0.0 36.86546463245492 cutting capta_002 Esteban_V 60.0
33 1653680511_1653680571.wav 0.0 36.86546463245492 cutting capta_002 Esteban_V 60.0
34 1653680511_1653680571.wav 13.065187239944525 14.563106796116504 dog capta_002 Esteban_V 60.0
35 1653680511_1653680571.wav 31.20665742024965 32.45492371705964 bird capta_002 Esteban_V 60.0
36 1653680511_1653680571.wav 36.86546463245492 37.19833564493759 ruido capta_002 Esteban_V 60.0
37 1653680511_1653680571.wav 37.19833564493759 42.77392510402219 cutting capta_002 Esteban_V 60.0
38 1653680511_1653680571.wav 42.77392510402219 48.84882108183079 ruido capta_002 Esteban_V 60.0
39 1653680511_1653680571.wav 48.84882108183079 50.42995839112344 bird capta_002 Esteban_V 60.0
40 1653680511_1653680571.wav 50.42995839112344 60.0 ruido capta_002 Esteban_V 60.0
41 1653683419_1653683479.wav 0.0 0.0832177531206657 ruido capta_002 Esteban_V 60.0
42 1653683419_1653683479.wav 0.0832177531206657 8.9875173370319 cutting capta_002 Esteban_V 60.0
43 1653683419_1653683479.wav 8.9875173370319 10.319001386962553 ruido capta_002 Esteban_V 60.0
44 1653683419_1653683479.wav 10.319001386962553 10.901525658807213 impact capta_002 Esteban_V 60.0
45 1653683419_1653683479.wav 10.901525658807213 15.977808599167822 ruido capta_002 Esteban_V 60.0
